Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.05     0.00        2     0.00     0.00  CxxTest::RealWorldDescription::firstSuite() const
  0.00      0.05     0.00        2     0.00     0.00  CxxTest::RealWorldDescription::numTotalTests() const
  0.00      0.05     0.00        2     0.00     0.00  CxxTest::List::head() const
  0.00      0.05     0.00        2     0.00     0.00  CxxTest::List::size() const
  0.00      0.05     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.05     0.00        1     0.00     0.00  PetscSetup::setUpWorld()
  0.00      0.05     0.00        1     0.00     0.00  PetscSetup::tearDownWorld()
  0.00      0.05     0.00        1     0.00     0.00  CellsGenerator<FixedG1GenerationalCellCycleModel, 2u>::GenerateBasicRandom(std::vector<boost::shared_ptr<Cell>, std::allocator<boost::shared_ptr<Cell> > >&, unsigned int, boost::shared_ptr<AbstractCellProperty>)
  0.00      0.05     0.00        1     0.00     0.00  void AbstractCellPopulation<2u, 2u>::AddCellPopulationCountWriter<CellMutationStatesCountWriter>()
  0.00      0.05     0.00        1     0.00     0.00  AbstractCellPopulation<2u, 2u>::Begin()
  0.00      0.05     0.00        1     0.00     0.00  StemCellProliferativeType::~StemCellProliferativeType()
  0.00      0.05     0.00        1     0.00     0.00  WildTypeCellMutationState::~WildTypeCellMutationState()
  0.00      0.05     0.00        1     0.00     0.00  AbstractCellBasedTestSuite::setUp()
  0.00      0.05     0.00        1     0.00     0.00  AbstractCellBasedTestSuite::tearDown()
  0.00      0.05     0.00        1     0.00     0.00  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting()
  0.00      0.05     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<StemCellProliferativeType>::~sp_counted_impl_p()
  0.00      0.05     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<WildTypeCellMutationState>::dispose()
  0.00      0.05     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<WildTypeCellMutationState>::~sp_counted_impl_p()
  0.00      0.05     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<CellMutationStatesCountWriter<2u, 2u> >::dispose()
  0.00      0.05     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<CellMutationStatesCountWriter<2u, 2u> >::~sp_counted_impl_p()
  0.00      0.05     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<VolumeConstraintPottsUpdateRule<2u> >::~sp_counted_impl_p()
  0.00      0.05     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<DifferentialAdhesionPottsUpdateRule<2u> >::~sp_counted_impl_p()
  0.00      0.05     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<DifferentiatedCellProliferativeType>::dispose()
  0.00      0.05     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<CellLabel>::dispose()
  0.00      0.05     0.00        1     0.00     0.00  boost::detail::sp_counted_impl_p<CellLabel>::~sp_counted_impl_p()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::TestRunner::runSuite(CxxTest::SuiteDescription&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::TestTracker::enterSuite(CxxTest::SuiteDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::TestTracker::enterWorld(CxxTest::WorldDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::TestTracker::initialize()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::TestTracker::leaveSuite(CxxTest::SuiteDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::TestTracker::leaveWorld(CxxTest::WorldDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::TestTracker::enterTest(CxxTest::TestDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::TestTracker::leaveTest(CxxTest::TestDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::TestTracker::TestTracker()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::digitToChar(unsigned int)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::ErrorPrinter::Adapter::~Adapter()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::ErrorPrinter::~ErrorPrinter()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::TestListener::leaveSuite(CxxTest::SuiteDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::GlobalFixture::setUp()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::GlobalFixture::tearDown()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::GlobalFixture::GlobalFixture()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::GlobalFixture::~GlobalFixture()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::enterSuite(CxxTest::SuiteDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::enterWorld(CxxTest::WorldDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::leaveWorld(CxxTest::WorldDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::totalTests(CxxTest::OutputStream&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::enterTest(CxxTest::TestDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::ErrorFormatter::leaveTest(CxxTest::TestDescription const&)
  0.00      0.05     0.00        1     0.00     0.00  char* CxxTest::numberToString<unsigned int>(unsigned int, char*, unsigned int, unsigned int, unsigned int)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealTestDescription::initialize(CxxTest::List&, CxxTest::SuiteDescription&, unsigned int, char const*)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealTestDescription::run()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealTestDescription::next()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealTestDescription::setUp()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealTestDescription::tearDown()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealTestDescription::RealTestDescription(CxxTest::List&, CxxTest::SuiteDescription&, unsigned int, char const*)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::DummyTestDescription::DummyTestDescription()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealSuiteDescription::initialize(char const*, unsigned int, char const*, CxxTest::List&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealSuiteDescription::next()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealSuiteDescription::firstTest()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealSuiteDescription::RealSuiteDescription(char const*, unsigned int, char const*, CxxTest::List&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealWorldDescription::firstSuite()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealWorldDescription::setUp()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealWorldDescription::tearDown()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::DummySuiteDescription::DummySuiteDescription()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::DummyWorldDescription::DummyWorldDescription()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::StaticSuiteDescription::doInitialize(CxxTest::TestSuite&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::StaticSuiteDescription::setUp()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::StaticSuiteDescription::tearDown()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::StaticSuiteDescription::StaticSuiteDescription(char const*, unsigned int, char const*, CxxTest::TestSuite&, CxxTest::List&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::Link::detach(CxxTest::List&)
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::TestSuite::~TestSuite()
  0.00      0.05     0.00        1     0.00     0.00  TestDescription_TestRepresentativePottsBasedOnLatticeSimulation_TestPottsMonolayerCellSorting::runTest()
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::WorldDescription::strTotalTests(char*) const
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealTestDescription::testName() const
  0.00      0.05     0.00        1     0.00     0.00  CxxTest::RealSuiteDescription::suiteName() const
  0.00      0.05     0.00        1     0.00     0.00  void std::vector<boost::shared_ptr<AbstractCellProperty>, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_realloc_insert<boost::shared_ptr<AbstractCellProperty> const&>(__gnu_cxx::__normal_iterator<boost::shared_ptr<AbstractCellProperty>*, std::vector<boost::shared_ptr<AbstractCellProperty>, std::allocator<boost::shared_ptr<AbstractCellProperty> > > >, boost::shared_ptr<AbstractCellProperty> const&)
  0.00      0.05     0.00        1     0.00     0.00  boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> >& std::vector<boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> >, std::allocator<boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> > > >::emplace_back<boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> > >(boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> >&&)
  0.00      0.05     0.00        1     0.00     0.00  void std::vector<boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> >, std::allocator<boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> > > >::_M_realloc_insert<boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> > >(__gnu_cxx::__normal_iterator<boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> >*, std::vector<boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> >, std::allocator<boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> > > > >, boost::shared_ptr<AbstractCellPopulationCountWriter<2u, 2u> >&&)
  0.00      0.05     0.00        1     0.00     0.00  std::vector<boost::shared_ptr<Cell>, std::allocator<boost::shared_ptr<Cell> > >::reserve(unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 20.00% of 0.05 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     90.0    0.04    0.00                 boost::detail::sp_counted_base::release() [1]
                0.00    0.00     102/406         boost::detail::sp_counted_base::destroy() [12]
                0.00    0.00     100/100         boost::detail::sp_counted_impl_p<Cell>::dispose() [15]
                0.00    0.00       1/1           boost::detail::sp_counted_impl_p<CellMutationStatesCountWriter<2u, 2u> >::dispose() [77]
-----------------------------------------------
                                                 <spontaneous>
[2]     10.0    0.01    0.00                 PottsMeshGenerator<2u>::~PottsMeshGenerator() [2]
-----------------------------------------------
                0.00    0.00     511/31720       AbstractCellPopulation<2u, 2u>::Begin() [68]
                0.00    0.00   31209/31720       AbstractCellPopulation<2u, 2u>::End() [13]
[10]     0.0    0.00    0.00   31720         AbstractCellPopulation<2u, 2u>::Iterator::Iterator(AbstractCellPopulation<2u, 2u>&, std::_List_iterator<boost::shared_ptr<Cell> >) [10]
                0.00    0.00     511/610         AbstractCellPopulation<2u, 2u>::Iterator::IsRealCell() [11]
-----------------------------------------------
                0.00    0.00      99/610         TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting() [73]
                0.00    0.00     511/610         AbstractCellPopulation<2u, 2u>::Iterator::Iterator(AbstractCellPopulation<2u, 2u>&, std::_List_iterator<boost::shared_ptr<Cell> >) [10]
[11]     0.0    0.00    0.00     610         AbstractCellPopulation<2u, 2u>::Iterator::IsRealCell() [11]
-----------------------------------------------
                0.00    0.00       3/406         TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting() [73]
                0.00    0.00     102/406         boost::detail::sp_counted_base::release() [1]
                0.00    0.00     301/406         std::_Rb_tree<boost::shared_ptr<AbstractCellProperty>, boost::shared_ptr<AbstractCellProperty>, std::_Identity<boost::shared_ptr<AbstractCellProperty> >, std::less<boost::shared_ptr<AbstractCellProperty> >, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_erase(std::_Rb_tree_node<boost::shared_ptr<AbstractCellProperty> >*) [17]
[12]     0.0    0.00    0.00     406         boost::detail::sp_counted_base::destroy() [12]
                0.00    0.00     100/100         boost::detail::sp_counted_impl_p<Cell>::~sp_counted_impl_p() [16]
                0.00    0.00       2/2           boost::detail::sp_counted_impl_p<DifferentiatedCellProliferativeType>::~sp_counted_impl_p() [45]
                0.00    0.00       1/1           boost::detail::sp_counted_impl_p<CellLabel>::~sp_counted_impl_p() [83]
                0.00    0.00       1/1           boost::detail::sp_counted_impl_p<WildTypeCellMutationState>::~sp_counted_impl_p() [76]
                0.00    0.00       1/1           boost::detail::sp_counted_impl_p<StemCellProliferativeType>::~sp_counted_impl_p() [74]
                0.00    0.00       1/1           boost::detail::sp_counted_impl_p<CellMutationStatesCountWriter<2u, 2u> >::~sp_counted_impl_p() [78]
                0.00    0.00       1/1           boost::detail::sp_counted_impl_p<DifferentialAdhesionPottsUpdateRule<2u> >::~sp_counted_impl_p() [80]
                0.00    0.00       1/1           boost::detail::sp_counted_impl_p<VolumeConstraintPottsUpdateRule<2u> >::~sp_counted_impl_p() [79]
-----------------------------------------------
                0.00    0.00     101/101         TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting() [73]
[13]     0.0    0.00    0.00     101         AbstractCellPopulation<2u, 2u>::End() [13]
                0.00    0.00   31209/31720       AbstractCellPopulation<2u, 2u>::Iterator::Iterator(AbstractCellPopulation<2u, 2u>&, std::_List_iterator<boost::shared_ptr<Cell> >) [10]
-----------------------------------------------
                0.00    0.00     100/100         CellsGenerator<FixedG1GenerationalCellCycleModel, 2u>::GenerateBasicRandom(std::vector<boost::shared_ptr<Cell>, std::allocator<boost::shared_ptr<Cell> > >&, unsigned int, boost::shared_ptr<AbstractCellProperty>) [66]
[14]     0.0    0.00    0.00     100         boost::shared_ptr<AbstractCellProperty> CellPropertyRegistry::Get<WildTypeCellMutationState>() [14]
                0.00    0.00       1/1           void std::vector<boost::shared_ptr<AbstractCellProperty>, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_realloc_insert<boost::shared_ptr<AbstractCellProperty> const&>(__gnu_cxx::__normal_iterator<boost::shared_ptr<AbstractCellProperty>*, std::vector<boost::shared_ptr<AbstractCellProperty>, std::allocator<boost::shared_ptr<AbstractCellProperty> > > >, boost::shared_ptr<AbstractCellProperty> const&) [134]
-----------------------------------------------
                0.00    0.00     100/100         boost::detail::sp_counted_base::release() [1]
[15]     0.0    0.00    0.00     100         boost::detail::sp_counted_impl_p<Cell>::dispose() [15]
-----------------------------------------------
                0.00    0.00     100/100         boost::detail::sp_counted_base::destroy() [12]
[16]     0.0    0.00    0.00     100         boost::detail::sp_counted_impl_p<Cell>::~sp_counted_impl_p() [16]
-----------------------------------------------
                              782998             std::_Rb_tree<boost::shared_ptr<AbstractCellProperty>, boost::shared_ptr<AbstractCellProperty>, std::_Identity<boost::shared_ptr<AbstractCellProperty> >, std::less<boost::shared_ptr<AbstractCellProperty> >, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_erase(std::_Rb_tree_node<boost::shared_ptr<AbstractCellProperty> >*) [17]
                0.00    0.00     100/100         CellsGenerator<FixedG1GenerationalCellCycleModel, 2u>::GenerateBasicRandom(std::vector<boost::shared_ptr<Cell>, std::allocator<boost::shared_ptr<Cell> > >&, unsigned int, boost::shared_ptr<AbstractCellProperty>) [66]
[17]     0.0    0.00    0.00     100+782998  std::_Rb_tree<boost::shared_ptr<AbstractCellProperty>, boost::shared_ptr<AbstractCellProperty>, std::_Identity<boost::shared_ptr<AbstractCellProperty> >, std::less<boost::shared_ptr<AbstractCellProperty> >, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_erase(std::_Rb_tree_node<boost::shared_ptr<AbstractCellProperty> >*) [17]
                0.00    0.00     301/406         boost::detail::sp_counted_base::destroy() [12]
                0.00    0.00       1/1           boost::detail::sp_counted_impl_p<WildTypeCellMutationState>::dispose() [75]
                              782998             std::_Rb_tree<boost::shared_ptr<AbstractCellProperty>, boost::shared_ptr<AbstractCellProperty>, std::_Identity<boost::shared_ptr<AbstractCellProperty> >, std::less<boost::shared_ptr<AbstractCellProperty> >, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_erase(std::_Rb_tree_node<boost::shared_ptr<AbstractCellProperty> >*) [17]
-----------------------------------------------
                0.00    0.00       1/14          CxxTest::ErrorFormatter::enterWorld(CxxTest::WorldDescription const&) [102]
                0.00    0.00       1/14          CxxTest::ErrorFormatter::leaveWorld(CxxTest::WorldDescription const&) [103]
                0.00    0.00       1/14          CxxTest::ErrorFormatter::leaveTest(CxxTest::TestDescription const&) [106]
                0.00    0.00       2/14          CxxTest::ErrorFormatter::enterTest(CxxTest::TestDescription const&) [105]
                0.00    0.00       2/14          CxxTest::ErrorFormatter::totalTests(CxxTest::OutputStream&) [104]
                0.00    0.00       3/14          CxxTest::ErrorFormatter::enterSuite(CxxTest::SuiteDescription const&) [101]
                0.00    0.00       4/14          CxxTest::ErrorFormatter::endl(CxxTest::OutputStream&) [34]
[18]     0.0    0.00    0.00      14         CxxTest::ErrorPrinter::Adapter::operator<<(char const*) [18]
-----------------------------------------------
                0.00    0.00       1/12          CxxTest::ErrorFormatter::leaveWorld(CxxTest::WorldDescription const&) [103]
                0.00    0.00       1/12          CxxTest::ErrorFormatter::leaveTest(CxxTest::TestDescription const&) [106]
                0.00    0.00       1/12          CxxTest::ErrorFormatter::totalTests(CxxTest::OutputStream&) [104]
                0.00    0.00       4/12          CxxTest::TestRunner::runSuite(CxxTest::SuiteDescription&) [84]
                0.00    0.00       5/12          main [8]
[19]     0.0    0.00    0.00      12         CxxTest::TestTracker::tracker() [19]
                0.00    0.00       1/1           CxxTest::TestTracker::TestTracker() [92]
-----------------------------------------------
                0.00    0.00       1/12          main [8]
                0.00    0.00       1/12          CxxTest::TestRunner::runSuite(CxxTest::SuiteDescription&) [84]
                0.00    0.00       2/12          CxxTest::List::head() const [61]
                0.00    0.00       2/12          CxxTest::List::tail() [55]
                0.00    0.00       6/12          CxxTest::List::head() [28]
[20]     0.0    0.00    0.00      12         CxxTest::Link::active() const [20]
-----------------------------------------------
                0.00    0.00       1/9           CxxTest::TestTracker::fixWorld(CxxTest::WorldDescription const*) const [56]
                0.00    0.00       8/9           CxxTest::TestTracker::dummySuite() const [22]
[21]     0.0    0.00    0.00       9         CxxTest::TestTracker::dummyWorld() const [21]
-----------------------------------------------
                0.00    0.00       3/8           CxxTest::TestTracker::fixSuite(CxxTest::SuiteDescription const*) const [37]
                0.00    0.00       5/8           CxxTest::TestTracker::dummyTest() const [31]
[22]     0.0    0.00    0.00       8         CxxTest::TestTracker::dummySuite() const [22]
                0.00    0.00       8/8           CxxTest::DummyWorldDescription::suiteDescription(unsigned int) const [23]
                0.00    0.00       8/9           CxxTest::TestTracker::dummyWorld() const [21]
-----------------------------------------------
                0.00    0.00       8/8           CxxTest::TestTracker::dummySuite() const [22]
[23]     0.0    0.00    0.00       8         CxxTest::DummyWorldDescription::suiteDescription(unsigned int) const [23]
-----------------------------------------------
                0.00    0.00       1/7           CxxTest::DummyTestDescription::DummyTestDescription() [114]
                0.00    0.00       1/7           CxxTest::DummySuiteDescription::DummySuiteDescription() [122]
                0.00    0.00       1/7           CxxTest::DummyWorldDescription::DummyWorldDescription() [123]
                0.00    0.00       1/7           CxxTest::GlobalFixture::GlobalFixture() [99]
                0.00    0.00       1/7           CxxTest::RealTestDescription::RealTestDescription(CxxTest::List&, CxxTest::SuiteDescription&, unsigned int, char const*) [113]
                0.00    0.00       1/7           CxxTest::RealSuiteDescription::RealSuiteDescription(char const*, unsigned int, char const*, CxxTest::List&) [118]
                0.00    0.00       1/7           main [8]
[24]     0.0    0.00    0.00       7         CxxTest::Link::Link() [24]
-----------------------------------------------
                0.00    0.00       1/7           CxxTest::GlobalFixture::~GlobalFixture() [100]
                0.00    0.00       2/7           CxxTest::TestDescription::~TestDescription() [51]
                0.00    0.00       2/7           CxxTest::SuiteDescription::~SuiteDescription() [52]
                0.00    0.00       2/7           CxxTest::WorldDescription::~WorldDescription() [53]
[25]     0.0    0.00    0.00       7         CxxTest::Link::~Link() [25]
-----------------------------------------------
                0.00    0.00       1/6           CxxTest::TestTracker::enterTest(CxxTest::TestDescription const&) [90]
                0.00    0.00       1/6           CxxTest::TestTracker::leaveTest(CxxTest::TestDescription const&) [91]
                0.00    0.00       4/6           CxxTest::TestTracker::setSuite(CxxTest::SuiteDescription const*) [33]
[26]     0.0    0.00    0.00       6         CxxTest::TestTracker::setTest(CxxTest::TestDescription const*) [26]
                0.00    0.00       6/6           CxxTest::TestTracker::fixTest(CxxTest::TestDescription const*) const [29]
-----------------------------------------------
                0.00    0.00       1/6           CxxTest::ErrorFormatter::enterWorld(CxxTest::WorldDescription const&) [102]
                0.00    0.00       1/6           CxxTest::ErrorFormatter::leaveTest(CxxTest::TestDescription const&) [106]
                0.00    0.00       4/6           CxxTest::ErrorFormatter::endl(CxxTest::OutputStream&) [34]
[27]     0.0    0.00    0.00       6         CxxTest::ErrorPrinter::Adapter::flush() [27]
-----------------------------------------------
                0.00    0.00       1/6           CxxTest::RealSuiteDescription::firstTest() [117]
                0.00    0.00       1/6           CxxTest::RealWorldDescription::firstSuite() [119]
                0.00    0.00       2/6           CxxTest::GlobalFixture::firstGlobalFixture() [50]
                0.00    0.00       2/6           CxxTest::RealWorldDescription::firstSuite() const [59]
